participant,type,score,memory_score,image_memory_order,food_order,quality,attract,mood,image_id
179,donut,10,low,3,2,低质量,无区别,正面,8
180,wine,20,high,3,2,中质量,有吸引力,正面,1
180,wine,30,low,3,1,中质量,无吸引力,正面,2
180,cake,20,high,4,2,中质量,有吸引力,正面,3
180,cake,10,low,4,1,低质量,无吸引力,正面,4
180,sandwich,30,high,1,1,高质量,有吸引力,正面,5
180,sandwich,12,low,1,2,低质量,无吸引力,正面,6
180,donut,30,high,2,1,中质量,有吸引力,正面,7
180,donut,20,low,2,2,低质量,无吸引力,正面,8
181,wine,13,high,1,1,低质量,无吸引力,正面,1
181,wine,15,low,1,2,中质量,有吸引力,正面,2
181,cake,15,high,4,2,高质量,有吸引力,正面,3
181,cake,20,low,4,1,低质量,无吸引力,正面,4
181,sandwich,25,high,3,2,中质量,有吸引力,正面,5
181,sandwich,30,low,3,1,低质量,无吸引力,正面,6
181,donut,10,high,2,2,中质量,有吸引力,正面,7
181,donut,10,low,2,1,低质量,无吸引力,正面,8
182,wine,15,high,4,1,低质量,无区别,正面,1
182,wine,20,low,4,2,低质量,无区别,正面,2
182,cake,50,high,2,1,高质量,有吸引力,正面,3
182,cake,20,low,2,2,低质量,无吸引力,正面,4
182,sandwich,15,high,1,2,高质量,有吸引力,正面,5
182,sandwich,12,low,1,1,低质量,无吸引力,正面,6
182,donut,15,high,3,2,高质量,有吸引力,正面,7
182,donut,20,low,3,1,高质量,无吸引力,正面,8
183,wine,36,high,1,1,中质量,无区别,正面,1
183,wine,18,low,1,2,低质量,无区别,正面,2
183,cake,45,high,2,2,低质量,无吸引力,正面,3
183,cake,34,low,2,1,高质量,有吸引力,正面,4
183,sandwich,46,high,4,1,中质量,无吸引力,正面,5
183,sandwich,13,low,4,2,高质量,有吸引力,正面,6
183,donut,19,high,3,1,中质量,无吸引力,正面,7
183,donut,20,low,3,2,低质量,有吸引力,正面,8
184,wine,18,high,4,1,中质量,有吸引力,正面,1
184,wine,12,low,4,2,低质量,无吸引力,正面,2
184,cake,18,high,2,1,中质量,无吸引力,正面,3
184,cake,26,low,2,2,高质量,有吸引力,正面,4
184,sandwich,22,high,3,2,高质量,有吸引力,正面,5
184,sandwich,24,low,3,1,中质量,无吸引力,正面,6
184,donut,16,high,1,2,高质量,无吸引力,正面,7
184,donut,18,low,1,1,中质量,有吸引力,正面,8
185,wine,10,high,2,2,中质量,无吸引力,非常正面,1
185,wine,12,low,2,1,中质量,有吸引力,非常正面,2
185,cake,18,high,4,2,高质量,有吸引力,非常正面,3
185,cake,10,low,4,1,低质量,无吸引力,非常正面,4
185,sandwich,15,high,1,2,高质量,无吸引力,非常正面,5
185,sandwich,20,low,1,1,高质量,有吸引力,非常正面,6
185,donut,40,high,3,2,高质量,有吸引力,非常正面,7
185,donut,20,low,3,1,中质量,无吸引力,非常正面,8
186,wine,25,high,2,2,高质量,有吸引力,非常正面,1
186,wine,20,low,2,1,中质量,无吸引力,非常正面,2
186,cake,35,high,1,2,高质量,有吸引力,非常正面,3
186,cake,15,low,1,1,低质量,无吸引力,非常正面,4
186,sandwich,22,high,4,2,高质量,有吸引力,非常正面,5
186,sandwich,15,low,4,1,低质量,无吸引力,非常正面,6
186,donut,15,high,3,2,中质量,有吸引力,非常正面,7
186,donut,10,low,3,1,低质量,无吸引力,非常正面,8
187,wine,20,high,4,1,高质量,无吸引力,非常正面,1
187,wine,15,low,4,2,高质量,有吸引力,非常正面,2
187,cake,20,high,1,2,中质量,有吸引力,非常正面,3
187,cake,10,low,1,1,中质量,无吸引力,非常正面,4
187,sandwich,25,high,3,2,高质量,有吸引力,非常正面,5
187,sandwich,20,low,3,1,中质量,无吸引力,非常正面,6
187,donut,15,high,2,2,高质量,有吸引力,非常正面,7
187,donut,10,low,2,1,低质量,无吸引力,非常正面,8
188,wine,10,high,3,1,中质量,无吸引力,中立,1
188,wine,30,low,3,2,中质量,有吸引力,中立,2
188,cake,15,high,4,1,高质量,有吸引力,中立,3
188,cake,10,low,4,2,低质量,无吸引力,中立,4
188,sandwich,15,high,2,2,高质量,有吸引力,中立,5
188,sandwich,10,low,2,1,低质量,无吸引力,中立,6
188,donut,10,high,1,1,低质量,无区别,中立,7
188,donut,10,low,1,2,低质量,无区别,中立,8
189,wine,20,high,4,1,高质量,有吸引力,正面,1
189,wine,27,low,4,2,高质量,无吸引力,正面,2
189,cake,26,high,1,1,高质量,有吸引力,正面,3
189,cake,28,low,1,2,中质量,无吸引力,正面,4
189,sandwich,38,high,2,2,高质量,有吸引力,正面,5
189,sandwich,27,low,2,1,中质量,无吸引力,正面,6
189,donut,27,high,3,1,中质量,有吸引力,正面,7
189,donut,30,low,3,2,中质量,无吸引力,正面,8
190,wine,30,high,2,2,中质量,无吸引力,中立,1
190,wine,30,low,2,1,中质量,有吸引力,中立,2
190,cake,20,high,3,2,中质量,有吸引力,中立,3
190,cake,10,low,3,1,高质量,无吸引力,中立,4
190,sandwich,30,high,4,1,中质量,无区别,中立,5
190,sandwich,50,low,4,2,高质量,无区别,中立,6
190,donut,20,high,1,1,中质量,无区别,中立,7
190,donut,10,low,1,2,高质量,无区别,中立,8
191,wine,15,high,1,1,高质量,有吸引力,非常正面,1
191,wine,20,low,1,2,中质量,无吸引力,非常正面,2
191,cake,25,high,3,2,高质量,有吸引力,非常正面,3
191,cake,15,low,3,1,低质量,无吸引力,非常正面,4
191,sandwich,18,high,2,2,高质量,有吸引力,非常正面,5
191,sandwich,18,low,2,1,中质量,无吸引力,非常正面,6
191,donut,20,high,4,1,高质量,有吸引力,非常正面,7
191,donut,15,low,4,2,低质量,无吸引力,非常正面,8
192,wine,15,high,3,1,高质量,有吸引力,正面,1
192,wine,12,low,3,2,中质量,无吸引力,正面,2
192,cake,20,high,4,2,高质量,无吸引力,正面,3
192,cake,15,low,4,1,中质量,有吸引力,正面,4
192,sandwich,17,high,1,1,高质量,有吸引力,正面,5
192,sandwich,15,low,1,2,中质量,无吸引力,正面,6
192,donut,10,high,2,2,高质量,无吸引力,正面,7
192,donut,10,low,2,1,中质量,有吸引力,正面,8
193,wine,20,high,4,1,低质量,无吸引力,中立,1
193,wine,35,low,4,2,中质量,有吸引力,中立,2
193,cake,10,high,1,1,中质量,有吸引力,中立,3
193,cake,30,low,1,2,高质量,无吸引力,中立,4
193,sandwich,20,high,3,2,高质量,有吸引力,中立,5
193,sandwich,35,low,3,1,低质量,无吸引力,中立,6
193,donut,20,high,2,2,中质量,有吸引力,中立,7
193,donut,10,low,2,1,高质量,无吸引力,中立,8
194,wine,30,high,3,2,高质量,无吸引力,正面,1
194,wine,25,low,3,1,中质量,有吸引力,正面,2
194,cake,25,high,4,1,中质量,无吸引力,正面,3
194,cake,15,low,4,2,高质量,有吸引力,正面,4
194,sandwich,15,high,2,2,高质量,无区别,正面,5
194,sandwich,20,low,2,1,低质量,无区别,正面,6
194,donut,15,high,1,1,中质量,有吸引力,正面,7
194,donut,10,low,1,2,中质量,无吸引力,正面,8
195,wine,10,high,2,2,中质量,有吸引力,非常正面,1
195,wine,20,low,2,1,中质量,无吸引力,非常正面,2
195,cake,12,high,4,1,高质量,有吸引力,非常正面,3
195,cake,10,low,4,2,低质量,无吸引力,非常正面,4
195,sandwich,12,high,3,2,高质量,有吸引力,非常正面,5
195,sandwich,10,low,3,1,高质量,无吸引力,非常正面,6
195,donut,15,high,1,1,高质量,有吸引力,非常正面,7
195,donut,10,low,1,2,低质量,无吸引力,非常正面,8
196,wine,30,high,2,2,高质量,有吸引力,负面,1
196,wine,20,low,2,1,低质量,无吸引力,负面,2
196,cake,25,high,3,2,高质量,有吸引力,负面,3
196,cake,10,low,3,1,中质量,无吸引力,负面,4
196,sandwich,15,high,4,1,中质量,无吸引力,负面,5
196,sandwich,15,low,4,2,中质量,有吸引力,负面,6
196,donut,40,high,1,2,低质量,无区别,负面,7
196,donut,20,low,1,1,低质量,无区别,负面,8
197,wine,20,high,1,2,中质量,无吸引力,中立,1
197,wine,32,low,1,1,中质量,有吸引力,中立,2
197,cake,32,high,4,2,中质量,无吸引力,中立,3
197,cake,28,low,4,1,中质量,有吸引力,中立,4
197,sandwich,26,high,3,1,高质量,有吸引力,中立,5
197,sandwich,32,low,3,2,高质量,无吸引力,中立,6
197,donut,20,high,2,2,低质量,无吸引力,中立,7
197,donut,25,low,2,1,中质量,有吸引力,中立,8
198,wine,10,high,3,2,低质量,无吸引力,正面,1
198,wine,15,low,3,1,高质量,有吸引力,正面,2
198,cake,25,high,4,1,中质量,无吸引力,正面,3
198,cake,30,low,4,2,高质量,有吸引力,正面,4
198,sandwich,30,high,1,2,高质量,有吸引力,正面,5
198,sandwich,45,low,1,1,中质量,无吸引力,正面,6
198,donut,10,high,2,2,中质量,无区别,正面,7
198,donut,20,low,2,1,低质量,无区别,正面,8
199,wine,12,high,1,2,中质量,无吸引力,中立,1
199,wine,25,low,1,1,中质量,有吸引力,中立,2
199,cake,11,high,3,1,高质量,有吸引力,中立,3
199,cake,15,low,3,2,低质量,无吸引力,中立,4
199,sandwich,22,high,4,2,高质量,有吸引力,中立,5
199,sandwich,14,low,4,1,中质量,无吸引力,中立,6
199,donut,24,high,2,2,中质量,有吸引力,中立,7
199,donut,18,low,2,1,低质量,无吸引力,中立,8
200,wine,30,high,2,2,高质量,有吸引力,中立,1
200,wine,50,low,2,1,中质量,无吸引力,中立,2
200,cake,50,high,1,1,高质量,有吸引力,中立,3
200,cake,20,low,1,2,低质量,无吸引力,中立,4
200,sandwich,20,high,4,2,中质量,有吸引力,中立,5
200,sandwich,10,low,4,1,中质量,无吸引力,中立,6
200,donut,26,high,3,2,中质量,有吸引力,中立,7
200,donut,15,low,3,1,低质量,无吸引力,中立,8
201,wine,20,high,1,2,低质量,有吸引力,非常正面,1
201,wine,15,low,1,1,低质量,无吸引力,非常正面,2
201,cake,18,high,3,2,中质量,有吸引力,非常正面,3
201,cake,15,low,3,1,低质量,无吸引力,非常正面,4
201,sandwich,20,high,2,2,中质量,有吸引力,非常正面,5
201,sandwich,15,low,2,1,低质量,无吸引力,非常正面,6
201,donut,25,high,4,2,中质量,有吸引力,非常正面,7
201,donut,12,low,4,1,低质量,无吸引力,非常正面,8
202,wine,30,high,4,1,高质量,有吸引力,正面,1
202,wine,20,low,4,2,高质量,无吸引力,正面,2
202,cake,15,high,3,2,高质量,有吸引力,正面,3
202,cake,20,low,3,1,中质量,无吸引力,正面,4
202,sandwich,10,high,1,1,中质量,有吸引力,正面,5
202,sandwich,25,low,1,2,中质量,无吸引力,正面,6
202,donut,15,high,2,2,低质量,无区别,正面,7
202,donut,15,low,2,1,中质量,无区别,正面,8
203,wine,35,high,1,2,低质量,无吸引力,非常正面,1
203,wine,28,low,1,1,中质量,有吸引力,非常正面,2
203,cake,35,high,4,2,高质量,有吸引力,非常正面,3
203,cake,22,low,4,1,中质量,无吸引力,非常正面,4
203,sandwich,35,high,3,1,高质量,有吸引力,非常正面,5
203,sandwich,32,low,3,2,低质量,无吸引力,非常正面,6
203,donut,18,high,2,2,中质量,有吸引力,非常正面,7
203,donut,15,low,2,1,低质量,无吸引力,非常正面,8
204,wine,40,high,4,1,中质量,有吸引力,正面,1
204,wine,20,low,4,2,低质量,无吸引力,正面,2
204,cake,30,high,3,2,高质量,有吸引力,正面,3
204,cake,20,low,3,1,低质量,无吸引力,正面,4
204,sandwich,30,high,1,1,高质量,有吸引力,正面,5
204,sandwich,20,low,1,2,低质量,无吸引力,正面,6
204,donut,30,high,2,2,中质量,有吸引力,正面,7
204,donut,15,low,2,1,中质量,无吸引力,正面,8
205,wine,10,high,4,2,低质量,无区别,正面,1
205,wine,20,low,4,1,低质量,无区别,正面,2
205,cake,50,high,1,2,低质量,无吸引力,正面,3
205,cake,40,low,1,1,高质量,有吸引力,正面,4
205,sandwich,25,high,3,1,低质量,无吸引力,正面,5
205,sandwich,50,low,3,2,低质量,有吸引力,正面,6
205,donut,10,high,2,2,高质量,有吸引力,正面,7
205,donut,50,low,2,1,高质量,无吸引力,正面,8
206,wine,30,high,1,1,高质量,有吸引力,正面,1
206,wine,20,low,1,2,高质量,无吸引力,正面,2
206,cake,40,high,3,2,高质量,无吸引力,正面,3
206,cake,25,low,3,1,中质量,有吸引力,正面,4
206,sandwich,20,high,4,2,中质量,无吸引力,正面,5
206,sandwich,30,low,4,1,中质量,有吸引力,正面,6
206,donut,10,high,2,1,中质量,有吸引力,正面,7
206,donut,15,low,2,2,中质量,无吸引力,正面,8
207,wine,15,high,2,2,中质量,有吸引力,非常正面,1
207,wine,10,low,2,1,中质量,无吸引力,非常正面,2
207,cake,25,high,4,1,中质量,无吸引力,非常正面,3
207,cake,10,low,4,2,低质量,有吸引力,非常正面,4
207,sandwich,15,high,1,1,低质量,无区别,非常正面,5
207,sandwich,10,low,1,2,中质量,无区别,非常正面,6
207,donut,17,high,3,1,中质量,无区别,非常正面,7
207,donut,22,low,3,2,低质量,无区别,非常正面,8
208,wine,20,high,3,1,高质量,有吸引力,中立,1
208,wine,15,low,3,2,中质量,无吸引力,中立,2
208,cake,30,high,1,1,高质量,有吸引力,中立,3
208,cake,20,low,1,2,低质量,无吸引力,中立,4
208,sandwich,30,high,4,2,中质量,有吸引力,中立,5
208,sandwich,20,low,4,1,中质量,无吸引力,中立,6
208,donut,35,high,2,1,中质量,有吸引力,中立,7
208,donut,25,low,2,2,低质量,无吸引力,中立,8
209,wine,20,high,4,1,低质量,无吸引力,中立,1
209,wine,25,low,4,2,高质量,有吸引力,中立,2
209,cake,20,high,3,2,中质量,有吸引力,中立,3
209,cake,10,low,3,1,低质量,无吸引力,中立,4
209,sandwich,25,high,2,1,中质量,有吸引力,中立,5
209,sandwich,10,low,2,2,低质量,无吸引力,中立,6
209,donut,15,high,1,1,中质量,有吸引力,中立,7
209,donut,10,low,1,2,低质量,无吸引力,中立,8
210,wine,10,high,4,1,高质量,无吸引力,正面,1
210,wine,15,low,4,2,中质量,有吸引力,正面,2
210,cake,12,high,1,2,低质量,无吸引力,正面,3
210,cake,15,low,1,1,高质量,有吸引力,正面,4
210,sandwich,15,high,3,1,高质量,有吸引力,正面,5
210,sandwich,20,low,3,2,高质量,无吸引力,正面,6
210,donut,16,high,2,1,中质量,有吸引力,正面,7
210,donut,15,low,2,2,低质量,无吸引力,正面,8
211,wine,30,high,3,2,中质量,有吸引力,中立,1
211,wine,20,low,3,1,中质量,无吸引力,中立,2
211,cake,25,high,1,2,中质量,有吸引力,中立,3
211,cake,10,low,1,1,低质量,无吸引力,中立,4
211,sandwich,20,high,4,1,高质量,有吸引力,中立,5
211,sandwich,25,low,4,2,中质量,无吸引力,中立,6
211,donut,15,high,2,1,中质量,无区别,中立,7
211,donut,15,low,2,2,中质量,无区别,中立,8
212,wine,10,high,4,2,中质量,无吸引力,中立,1
212,wine,20,low,4,1,高质量,有吸引力,中立,2
212,cake,20,high,1,1,中质量,有吸引力,中立,3
212,cake,10,low,1,2,低质量,无吸引力,中立,4
212,sandwich,20,high,3,2,中质量,有吸引力,中立,5
212,sandwich,10,low,3,1,低质量,无吸引力,中立,6
212,donut,25,high,2,1,中质量,有吸引力,中立,7
212,donut,10,low,2,2,低质量,无吸引力,中立,8
213,wine,26,high,4,1,中质量,无吸引力,中立,1
213,wine,30,low,4,2,低质量,有吸引力,中立,2
213,cake,35,high,3,2,中质量,有吸引力,中立,3
213,cake,15,low,3,1,低质量,无吸引力,中立,4
213,sandwich,15,high,1,2,低质量,无吸引力,中立,5
213,sandwich,26,low,1,1,高质量,有吸引力,中立,6
213,donut,22,high,2,2,低质量,无区别,中立,7
213,donut,18,low,2,1,低质量,无区别,中立,8
214,wine,20,high,2,1,中质量,有吸引力,非常正面,1
214,wine,15,low,2,2,中质量,无吸引力,非常正面,2
214,cake,20,high,3,1,高质量,有吸引力,非常正面,3
214,cake,20,low,3,2,高质量,无吸引力,非常正面,4
214,sandwich,20,high,1,1,高质量,有吸引力,非常正面,5
214,sandwich,30,low,1,2,高质量,无吸引力,非常正面,6
214,donut,25,high,4,1,高质量,有吸引力,非常正面,7
214,donut,20,low,4,2,中质量,无吸引力,非常正面,8
215,wine,10,high,1,2,低质量,无区别,中立,1
215,wine,10,low,1,1,中质量,无区别,中立,2
215,cake,12,high,4,2,中质量,有吸引力,中立,3
215,cake,10,low,4,1,低质量,无吸引力,中立,4
215,sandwich,15,high,2,1,中质量,有吸引力,中立,5
215,sandwich,20,low,2,2,中质量,无吸引力,中立,6
215,donut,10,high,3,1,低质量,无区别,中立,7
215,donut,10,low,3,2,低质量,无区别,中立,8
216,wine,30,high,3,2,中质量,无吸引力,中立,1
216,wine,50,low,3,1,中质量,有吸引力,中立,2
216,cake,40,high,1,2,低质量,有吸引力,中立,3
216,cake,20,low,1,1,中质量,无吸引力,中立,4
216,sandwich,30,high,2,1,中质量,无吸引力,中立,5
216,sandwich,50,low,2,2,中质量,有吸引力,中立,6
216,donut,20,high,4,1,中质量,有吸引力,中立,7
216,donut,10,low,4,2,低质量,无吸引力,中立,8
217,wine,15,high,3,2,中质量,有吸引力,中立,1
217,wine,10,low,3,1,低质量,无吸引力,中立,2
217,cake,10,high,4,2,高质量,有吸引力,中立,3
217,cake,10,low,4,1,低质量,无吸引力,中立,4
217,sandwich,12,high,2,2,低质量,有吸引力,中立,5
217,sandwich,10,low,2,1,低质量,无吸引力,中立,6
217,donut,10,high,1,2,中质量,有吸引力,中立,7
217,donut,10,low,1,1,中质量,无吸引力,中立,8
218,wine,30,high,1,1,高质量,无区别,非常正面,1
218,wine,50,low,1,2,中质量,无区别,非常正面,2
218,cake,25,high,3,2,低质量,有吸引力,非常正面,3
218,cake,20,low,3,1,低质量,无吸引力,非常正面,4
218,sandwich,30,high,2,2,中质量,有吸引力,非常正面,5
218,sandwich,20,low,2,1,高质量,无吸引力,非常正面,6
218,donut,20,high,4,2,中质量,无吸引力,非常正面,7
218,donut,20,low,4,1,低质量,有吸引力,非常正面,8
219,wine,35,high,4,1,低质量,有吸引力,正面,1
219,wine,25,low,4,2,中质量,无吸引力,正面,2
219,cake,50,high,2,1,高质量,有吸引力,正面,3
219,cake,10,low,2,2,低质量,无吸引力,正面,4
219,sandwich,20,high,3,2,中质量,无吸引力,正面,5
219,sandwich,35,low,3,1,高质量,有吸引力,正面,6
219,donut,10,high,1,1,低质量,无区别,正面,7
219,donut,10,low,1,2,低质量,无区别,正面,8
220,wine,20,high,1,1,低质量,无区别,中立,1
220,wine,30,low,1,2,低质量,无区别,中立,2
220,cake,20,high,3,2,中质量,无吸引力,中立,3
220,cake,20,low,3,1,高质量,有吸引力,中立,4
220,sandwich,20,high,2,1,高质量,有吸引力,中立,5
220,sandwich,10,low,2,2,低质量,无吸引力,中立,6
220,donut,10,high,4,2,低质量,有吸引力,中立,7
220,donut,10,low,4,1,中质量,无吸引力,中立,8
221,wine,16,high,2,2,低质量,无区别,正面,1
221,wine,12,low,2,1,低质量,无区别,正面,2
221,cake,18,high,3,2,中质量,有吸引力,正面,3
221,cake,10,low,3,1,中质量,无吸引力,正面,4
221,sandwich,14,high,4,1,高质量,有吸引力,正面,5
221,sandwich,10,low,4,2,高质量,无吸引力,正面,6
221,donut,10,high,1,2,中质量,无区别,正面,7
221,donut,10,low,1,1,低质量,无区别,正面,8
222,wine,30,high,3,2,中质量,有吸引力,中立,1
222,wine,25,low,3,1,中质量,无吸引力,中立,2
222,cake,40,high,2,1,高质量,有吸引力,中立,3
222,cake,10,low,2,2,低质量,无吸引力,中立,4
222,sandwich,20,high,4,2,高质量,无吸引力,中立,5
222,sandwich,35,low,4,1,高质量,有吸引力,中立,6
222,donut,20,high,1,2,中质量,有吸引力,中立,7
222,donut,10,low,1,1,低质量,无吸引力,中立,8
223,wine,10,high,1,2,中质量,无吸引力,中立,1
223,wine,15,low,1,1,中质量,有吸引力,中立,2
223,cake,12,high,3,2,中质量,有吸引力,中立,3
223,cake,10,low,3,1,低质量,无吸引力,中立,4
223,sandwich,15,high,2,2,中质量,有吸引力,中立,5
223,sandwich,10,low,2,1,低质量,无吸引力,中立,6
223,donut,15,high,4,2,低质量,无区别,中立,7
223,donut,10,low,4,1,低质量,无区别,中立,8
224,wine,10,high,2,1,中质量,无吸引力,中立,1
224,wine,20,low,2,2,中质量,有吸引力,中立,2
224,cake,15,high,3,2,低质量,无区别,中立,3
224,cake,10,low,3,1,中质量,无区别,中立,4
224,sandwich,10,high,4,2,低质量,无吸引力,中立,5
224,sandwich,15,low,4,1,中质量,有吸引力,中立,6
224,donut,10,high,1,2,低质量,无区别,中立,7
224,donut,10,low,1,1,低质量,无区别,中立,8
225,wine,10,high,3,2,低质量,无区别,中立,1
225,wine,10,low,3,1,低质量,无区别,中立,2
225,cake,10,high,2,2,高质量,有吸引力,中立,3
225,cake,10,low,2,1,低质量,无吸引力,中立,4
225,sandwich,12,high,4,2,高质量,有吸引力,中立,5
225,sandwich,10,low,4,1,低质量,无吸引力,中立,6
225,donut,10,high,1,2,低质量,无区别,中立,7
225,donut,10,low,1,1,高质量,无区别,中立,8
226,wine,20,high,4,1,中质量,无吸引力,中立,1
226,wine,40,low,4,2,中质量,有吸引力,中立,2
226,cake,40,high,1,1,中质量,有吸引力,中立,3
226,cake,25,low,1,2,低质量,无吸引力,中立,4
226,sandwich,10,high,3,1,中质量,有吸引力,中立,5
226,sandwich,10,low,3,2,中质量,无吸引力,中立,6
226,donut,30,high,2,1,低质量,无吸引力,中立,7
226,donut,20,low,2,2,低质量,有吸引力,中立,8
227,wine,25,high,4,2,中质量,有吸引力,正面,1
227,wine,21,low,4,1,中质量,无吸引力,正面,2
227,cake,44,high,1,2,中质量,有吸引力,正面,3
227,cake,19,low,1,1,中质量,无吸引力,正面,4
227,sandwich,35,high,3,1,中质量,有吸引力,正面,5
227,sandwich,14,low,3,2,中质量,无吸引力,正面,6
227,donut,41,high,2,1,中质量,有吸引力,正面,7
227,donut,13,low,2,2,中质量,无吸引力,正面,8
228,wine,36,high,1,2,低质量,无区别,正面,1
228,wine,24,low,1,1,低质量,无区别,正面,2
228,cake,48,high,4,1,低质量,无吸引力,正面,3
228,cake,16,low,4,2,低质量,有吸引力,正面,4
228,sandwich,48,high,2,1,低质量,无吸引力,正面,5
228,sandwich,22,low,2,2,低质量,有吸引力,正面,6
228,donut,40,high,3,2,中质量,有吸引力,正面,7
228,donut,18,low,3,1,中质量,无吸引力,正面,8
229,wine,39,high,4,2,中质量,有吸引力,正面,1
229,wine,20,low,4,1,中质量,无吸引力,正面,2
229,cake,48,high,2,2,低质量,无吸引力,正面,3
229,cake,11,low,2,1,低质量,有吸引力,正面,4
229,sandwich,39,high,3,2,中质量,无吸引力,正面,5
229,sandwich,30,low,3,1,中质量,有吸引力,正面,6
229,donut,43,high,1,2,中质量,有吸引力,正面,7
229,donut,16,low,1,1,中质量,无吸引力,正面,8
230,wine,18,high,3,1,中质量,有吸引力,非常正面,1
230,wine,18,low,3,2,中质量,无吸引力,非常正面,2
230,cake,40,high,2,1,中质量,无吸引力,非常正面,3
230,cake,15,low,2,2,中质量,有吸引力,非常正面,4
230,sandwich,24,high,4,2,中质量,无区别,非常正面,5
230,sandwich,24,low,4,1,中质量,无区别,非常正面,6
230,donut,41,high,1,1,中质量,无区别,非常正面,7
230,donut,20,low,1,2,中质量,无区别,非常正面,8
231,wine,43,high,4,1,低质量,有吸引力,中立,1
231,wine,17,low,4,2,低质量,无吸引力,中立,2
231,cake,25,high,3,2,低质量,有吸引力,中立,3
231,cake,19,low,3,1,低质量,无吸引力,中立,4
231,sandwich,47,high,1,1,低质量,有吸引力,中立,5
231,sandwich,19,low,1,2,低质量,无吸引力,中立,6
231,donut,42,high,2,2,低质量,有吸引力,中立,7
231,donut,13,low,2,1,低质量,无吸引力,中立,8
232,wine,41,high,3,2,中质量,无区别,中立,1
232,wine,21,low,3,1,中质量,无区别,中立,2
232,cake,41,high,1,2,低质量,有吸引力,中立,3
232,cake,10,low,1,1,低质量,无吸引力,中立,4
232,sandwich,36,high,4,2,中质量,有吸引力,中立,5
232,sandwich,24,low,4,1,中质量,无吸引力,中立,6
232,donut,43,high,2,1,中质量,有吸引力,中立,7
232,donut,36,low,2,2,中质量,无吸引力,中立,8
233,wine,42,high,1,2,中质量,无区别,正面,1
233,wine,24,low,1,1,中质量,无区别,正面,2
233,cake,45,high,3,1,中质量,无吸引力,正面,3
233,cake,19,low,3,2,中质量,有吸引力,正面,4
233,sandwich,42,high,4,1,中质量,有吸引力,正面,5
233,sandwich,15,low,4,2,中质量,无吸引力,正面,6
233,donut,40,high,2,1,中质量,无区别,正面,7
233,donut,19,low,2,2,中质量,无区别,正面,8
234,wine,36,high,4,1,低质量,无吸引力,正面,1
234,wine,24,low,4,2,低质量,有吸引力,正面,2
234,cake,27,high,2,2,低质量,无区别,正面,3
234,cake,18,low,2,1,低质量,无区别,正面,4
234,sandwich,37,high,3,2,低质量,有吸引力,正面,5
234,sandwich,19,low,3,1,低质量,无吸引力,正面,6
234,donut,41,high,1,1,低质量,有吸引力,正面,7
234,donut,14,low,1,2,低质量,无吸引力,正面,8
235,wine,44,high,2,2,中质量,有吸引力,中立,1
235,wine,12,low,2,1,中质量,无吸引力,中立,2
235,cake,48,high,3,1,低质量,有吸引力,中立,3
235,cake,12,low,3,2,低质量,无吸引力,中立,4
235,sandwich,49,high,4,2,中质量,无区别,中立,5
235,sandwich,20,low,4,1,中质量,无区别,中立,6
235,donut,42,high,1,1,中质量,无区别,中立,7
235,donut,19,low,1,2,中质量,无区别,中立,8
236,wine,36,high,4,1,中质量,无区别,中立,1
236,wine,12,low,4,2,中质量,无区别,中立,2
236,cake,40,high,1,2,中质量,有吸引力,中立,3
236,cake,16,low,1,1,中质量,无吸引力,中立,4
236,sandwich,40,high,3,2,中质量,有吸引力,中立,5
236,sandwich,15,low,3,1,中质量,无吸引力,中立,6
236,donut,40,high,2,2,中质量,有吸引力,中立,7
236,donut,13,low,2,1,中质量,无吸引力,中立,8
237,wine,38,high,1,1,低质量,无吸引力,中立,1
237,wine,20,low,1,2,低质量,有吸引力,中立,2
237,cake,43,high,3,2,低质量,有吸引力,中立,3
237,cake,13,low,3,1,低质量,无吸引力,中立,4
237,sandwich,35,high,4,2,低质量,无吸引力,中立,5
237,sandwich,13,low,4,1,低质量,有吸引力,中立,6
237,donut,46,high,2,2,中质量,无区别,中立,7
237,donut,17,low,2,1,中质量,无区别,中立,8
238,wine,42,high,2,1,中质量,有吸引力,中立,1
238,wine,18,low,2,2,中质量,无吸引力,中立,2
238,cake,45,high,4,2,低质量,有吸引力,中立,3
238,cake,18,low,4,1,低质量,无吸引力,中立,4
238,sandwich,48,high,3,2,中质量,无吸引力,中立,5
238,sandwich,23,low,3,1,中质量,有吸引力,中立,6
238,donut,40,high,1,1,中质量,有吸引力,中立,7
238,donut,18,low,1,2,中质量,无吸引力,中立,8
239,wine,48,high,3,2,中质量,无区别,正面,1
239,wine,25,low,3,1,中质量,无区别,正面,2
239,cake,34,high,4,1,中质量,无吸引力,正面,3
239,cake,10,low,4,2,中质量,有吸引力,正面,4
239,sandwich,30,high,2,2,中质量,有吸引力,正面,5
239,sandwich,24,low,2,1,中质量,无吸引力,正面,6
239,donut,41,high,1,1,中质量,无区别,正面,7
239,donut,22,low,1,2,中质量,无区别,正面,8
240,wine,47,high,2,1,低质量,无区别,正面,1
240,wine,14,low,2,2,低质量,无区别,正面,2
240,cake,46,high,4,1,低质量,无吸引力,正面,3
240,cake,14,low,4,2,低质量,有吸引力,正面,4
240,sandwich,46,high,3,2,低质量,无区别,正面,5
240,sandwich,19,low,3,1,低质量,无区别,正面,6
240,donut,46,high,1,2,中质量,无区别,正面,7
240,donut,18,low,1,1,中质量,无区别,正面,8
